HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID_mapping_version_20200130	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
8050	27402	PDHX	DLDBP|E3BP|OPDX|PDHXD|PDX1|proX	pyruvate dehydrogenase complex component X	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+"	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	Tmito	37.7	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+"	ENSG00000110435	O00330	501	2	MitoDomain	41	2.28	OrthologMitoLowConf	Homolog	25-50pure	chr11	34937676	35017675	14	26	569	1.86E+10	49	all 14	9.3	8.7	9.3	8.8	9	8.3	9.5	9.3	9.4	8.7	8.6	8.9	8.9	9.2	Nucleoplasm;Plasma membrane (Approved)
85476	28030	GFM1	COXPD1|EFG|EFG1|EFGM|EGF1|GFM|hEFG1|mtEF-G1	G elongation factor mitochondrial 1	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Tmito	37.4	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	ENSG00000168827	Q96RP9	751	2	SharedDomain	48	2.39	OrthologMitoHighConf	Homolog	50-75pure	chr3	158362316	158410360	14	48	643	1.46E+10	58	all 14	8.9	8.8	8.8	8.9	9.6	8.9	8.3	9	9	8.7	9.1	8.7	9.2	8.6	Mitochondria (Approved)
25874	70456	MPC2	BRP44|SLC54A2	mitochondrial pyruvate carrier 2	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport	Tmito	37.4	0	1	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000143158	O95563	127	5	MitoDomain	41	3.21	OrthologMitoHighConf	NoHomolog	75-100pure	chr1	167885912	167906307	14	11	1602	8.40E+10	82	all 14	9.6	9.5	9.8	9.4	10.4	10	9.5	9.6	9.6	9.5	9.3	9.5	9.3	10	
4719	227197	NDUFS1	CI-75Kd|CI-75k|MC1DN5|PRO1304	NADH:ubiquinone oxidoreductase core subunit S1	MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits	Tmito	36.8	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000023228|ENSG00000283447	P28331	741	2	MitoDomain	47	1.65	NoMitoHomolog	Ortholog	75-100pure	chr2	206987802	207024243	14	61	6001	4.88E+11	81	all 14	10.7	10.5	10.7	10.6	10.9	10.1	10.6	10.7	10.4	10.5	10.4	10.5	10.2	9.9	Mitochondria (Supported)
26589	67308	MRPL46	C15orf4|LIECG2|P2ECSL	mitochondrial ribosomal protein L46	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	36.8	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++"	ENSG00000259494	Q9H2W6	279	1	SharedDomain	41	3.04	OrthologMitoHighConf	NoHomolog	50-75pure	chr15	89002708	89010633	11	16	133	2.49E+09	52	"cerebrum, cerebellum, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, placenta, testis"	7.9	7.4		8	8.2	8.4	7.6		8.2	8.3	8.4		8.9	8.5	Mitochondria (Supported)
514	67126	ATP5F1E	ATP5E|ATPE|MC5DN3	ATP synthase F1 subunit epsilon	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Tmito	36.5	0	1	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000124172	P56381	51	4	MitoDomain	47	0.54	OrthologMitoHighConf	NoHomolog	75-100pure	chr20	57603732	57607422	14	13	205	1.65E+10	85	all 14	9.3	9	9	7.8	9.5	9.1	8.7	8.7	8.9	9.5	6.8	9.2	8.1	9.1	
5250	18674	SLC25A3	OK/SW-cl.48|PHC|PTP	solute carrier family 25 member 3	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	Metabolism > Metals and cofactors > Copper metabolism | Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > SLC25A family	Tmito	36.5	0	1	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000075415	Q00325	362	4	MitoDomain	50	1.22	OrthologMitoHighConf	NoHomolog	75-100pure	chr12	98987402	98995778	14	31	5280	4.91E+11	76	all 14	10.6	10.3	10.8	10.6	10.6	10.2	10.7	10	10.4	10.7	10.4	10.5	10.7	10.4	Mitochondria (Supported)
51649	64656	MRPS23	CGI-138|COXPD46|HSPC329|MRP-S23	mitochondrial ribosomal protein S23	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	36.1	0	1	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000181610	Q9Y3D9	190	5	MitoDomain	45	1.37	OrthologMitoHighConf	NoHomolog	75-100pure	chr17	55916286	55927433	14	14	212	5.38E+09	75	all 14	8.7	8.5	8.7	8.4	8.5	8.5	8	7.6	8.7	8.5	9.2	8.1	8.7	8.3	Mitochondria (Supported)
2271	14194	FH	FMRD|HLRCC|HsFH|LRCC|MCL|MCUL1	fumarate hydratase	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	Tmito	35.8	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	ENSG00000091483	P07954	510	1	SharedDomain	47	1.71	HomologMitoHighConf	Homolog	75-100pure	chr1	241660856	241683085	14	42	2540	1.69E+11	80	all 14	9.7	9	9.7	9.7	10.4	9.5	10.5	10	10.1	10.4	9.9	10.2	10.2	9.5	Mitochondria (Enhanced)
23203	66865	PMPCA	Alpha-MPP|CLA1|CPD3|INPP5E|P-55|SCAR2	"peptidase, mitochondrial processing subunit alpha"	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++"	Matrix	"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Tmito	35.7	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++"	ENSG00000165688	Q10713	525	1	MitoDomain	27	-0.55	OrthologMitoHighConf	Homolog	50-75pure	chr9	139305024	139318213	14	31	576	1.60E+10	66	all 14	8.5	8.2	8.2	8.5	9.2	8.4	8.4	8.4	9.4	9.1	8.9	8.7	9.8	9.3	Mitochondria (Enhanced)
506	11947	ATP5F1B	ATP5B|ATPMB|ATPSB|HEL-S-271	ATP synthase F1 subunit beta	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Tmito	35.6	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	ENSG00000110955	P06576	529	1	SharedDomain	49		OrthologMitoHighConf	Homolog	75-100pure	chr12	57031958	57039852	14	39	17053	2.40E+12	86	all 14	11.2	10.9	11.1	11	11.4	11	11.6	11.2	11.2	11.5	11.1	11.4	11.2	10.7	Mitochondria (Enhanced)
135154	68002	SDHAF4	C6orf57|Sdh8	succinate dehydrogenase complex assembly factor 4	MitoCarta3.0	"yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS"	Matrix	OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors	Tpossible_mito	35.5	0	1	"yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS"	ENSG00000154079	Q5VUM1	108	4	MitoDomain	44	1.38	OrthologMitoHighConf	Ortholog	25-50ambig	chr6	71276624	71298606	2	4	10	1.48E+08	38	"adipose, testis"									8					7.7	Mitochondria (Approved)
29796	66152	UQCR10	HSPC051|HSPC119|HSPC151|QCR9|UCCR7.2|UCRC	"ubiquinol-cytochrome c reductase, complex III subunit X"	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits	Tmito	35.3	0	1	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000184076	Q9UDW1	63		MitoDomain	49	2.3	OrthologMitoHighConf	NoHomolog	75-100pure	chr22	30163357	30166402	14	12	449	2.67E+10	98	all 14	9.8	9.5	9.6	8.2	9.3	9.2	8.6	8.7	8.9	9.5	7	9	9	9.3	
81689	69046	ISCA1	HBLD2|ISA1|MMDS5|hIscA	iron-sulfur cluster assembly 1	MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins	Tmito	35.3	0	1	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	ENSG00000135070	Q9BUE6	129	2	MitoDomain	NA	1.55	OrthologMitoHighConf	Ortholog	75-100pure	chr9	88879462	88897490	13	13	117	3.28E+09	83	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.8	8.5	8.6	8.5		7.5	7.7	7.3	8	7.9	7.9	7.7	8.8	8.8	
8803	20916	SUCLA2	A-BETA|A-SCS|LINC00444|MTDPS5|SCS-betaA	succinate-CoA ligase ADP-forming subunit beta	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Tmito	35.0	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	ENSG00000136143	Q9P2R7	463	1	SharedDomain	39	2.1	OrthologMitoLowConf	Homolog	75-100pure	chr13	48516790	48575462	14	43	2385	1.45E+11	78	all 14	9.9	9.4	10	9.9	9.9	9.8	10.4	10	9.8	10.3	9.7	9.9	9.8	10.4	Mitochondria (Enhanced)
51805	230027	COQ3	DHHBMT|DHHBMTASE|UG0215E05|bA9819.1	"coenzyme Q3, methyltransferase"	MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS+"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Tmito	34.8	0	1	"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS+"	ENSG00000132423	Q9NZJ6	369	2	MitoDomain	35	0.57	OrthologMitoHighConf	Homolog	25-50pure	chr6	99817347	99842082	13	14	138	2.34E+09	41	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.9	7.6	7.6	8.2		8.1	8.9	7.5	8.7	8.2	8.3	7.3	7.8	8.2	Mitochondria;Nucleoplasm (Approved)
55699	381314	IARS2	CAGSSS|ILERS	"isoleucyl-tRNA synthetase 2, mitochondrial"	MitoCarta3.0	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	34.7	0	1	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	ENSG00000067704	Q9NSE4	1012	1	SharedDomain	42		OrthologMitoHighConf	Homolog	50-75pure	chr1	220267454	220321383	14	68	2100	1.04E+11	64	all 14	10	10	10.1	9	10.1	9.5	9.6	9.7	10	9.3	10	9.6	9.9	10.1	Mitochondria (Enhanced)
64960	66407	MRPS15	DC37|MPR-S15|RPMS15|S15mt	mitochondrial ribosomal protein S15	MitoCarta3.0	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	34.6	0	1	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++"	ENSG00000116898	P82914	257	2	SharedDomain	45		OrthologMitoHighConf	Ortholog	50-75pure	chr1	36921361	36930040	14	18	157	2.40E+09	55	all 14	8.4	8.2	8.4	8	7.7	8.6	7.6	6.9	8.1	8.2	8.5	7.8	8.6	7.6	Mitochondria (Supported)
3419	67834	IDH3A	-	isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha	MitoCarta3.0	"APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	Tmito	34.6	0	1	"APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	ENSG00000166411	P50213	366	4	SharedDomain	40	2.98	OrthologMitoHighConf	Homolog	50-75pure	chr15	78441718	78462884	14	43	3341	3.57E+11	70	all 14	10.6	10.3	10.8	10.3	10.5	9.4	10.6	10.5	10.5	10.3	10.2	9.9	10.3	9.9	Mitochondria (Enhanced)
1353	69802	COX11	COX11P	cytochrome c oxidase copper chaperone COX11	MitoCarta3.0	"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	Tmito	34.6	0	1	"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	ENSG00000166260	Q9Y6N1	276	2	MitoDomain	27	1.38	OrthologMitoHighConf	Ortholog	50-75ambig	chr17	53038566	53046064	6	8	24	8.66E+07	50	"cerebrum, cerebellum, spinalcord, skeletalmuscle, largeintestine, placenta"	7.2	7.3		7.2				5.9			7.2		7.3		
2110	66841	ETFDH	ETFQO|MADD	electron transfer flavoprotein dehydrogenase	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other"	Tmito	34.4	0	1	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000171503	Q16134	617		MitoDomain	40	2.68	OrthologMitoHighConf	NoHomolog	50-75pure	chr4	159593252	159629865	14	47	1837	1.63E+11	60	all 14	9.5	9	9.5	9.4	10.4	10.5	10.5	10	10.1	10.1	9.9	10	9.8	9.9	
26519	30059	TIMM10	TIM10|TIM10A|TIMM10A	translocase of inner mitochondrial membrane 10	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting"	Tmito	34.4	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000134809	P62072	90		MitoDomain	47	2.88	OrthologMitoHighConf	NoHomolog	50-75pure	chr11	57295935	57298232	12	11	134	2.69E+09	70	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.7	8.5	8.3	8		8.3		6.7	8.5	8.7	8.3	7.7	8.2	8.2	Mitochondria (Enhanced)
64981	94065	MRPL34	L34mt	mitochondrial ribosomal protein L34	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	34.4	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS"	ENSG00000130312	Q9BQ48	92	2	SharedDomain	47	1.75	OrthologMitoHighConf	Ortholog	25-50ambig	chr19	17416476	17417652	13	5	62	6.41E+08	27	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.8	7.5	7.5	6.9	7.3	7.7	7		7.6	8	8.1	7.1	7.9	7.9	
51069	27398	MRPL2	CGI-22|MRP-L14|RPML14	mitochondrial ribosomal protein L2	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	34.3	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	ENSG00000112651	Q5T653	305	3	SharedDomain	45	0.68	OrthologMitoHighConf	Homolog	50-75pure	chr6	43021766	43027242	8	18	81	9.78E+08	58	"spinalcord, liver, heart, adipose, smallintestine, largeintestine, placenta, testis"				7.4		7.6	7.6		8	7.4	8.4		8.5	8.3	Mitochondria (Approved)
593	12039	BCKDHA	BCKDE1A|MSU|MSUD1|OVD1A	branched chain keto acid dehydrogenase E1 subunit alpha	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++"	MIM	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex	Tmito	34.2	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++"	ENSG00000248098	P12694	445	1	MitoDomain	32		OrthologMitoLowConf	Homolog	50-75pure	chr19	41903693	41930910	11	27	204	8.02E+09	71	"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"	7.4			7.1	8.8	9.3	8.6	7.8	9.3		7.8	9.5	7.5	8	
7388	66576	UQCRH	QCR6|UQCR8	ubiquinol-cytochrome c reductase hinge protein	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits	Tmito	34.1	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000173660	P07919	91		MitoDomain	43	0.94	OrthologMitoHighConf	NoHomolog	75-100pure	chr1	46769379	46782447	14	13	390	4.03E+10	87	all 14	9.4	9.3	9.6	9.2	8.7	9.3	9.5	9.1	9.6	9.9	9.7	9.4	9.2	9.4	
192286	67044	HIGD2A	RCF1b	HIG1 hypoxia inducible domain family member 2A	MitoCarta3.0	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	MIM	OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly	Tmito	34.1	0	1	"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	ENSG00000146066	Q9BW72	106		MitoDomain	42	0.99	OrthologMitoHighConf	NoHomolog	75-100pure	chr5	175815783	175816751	14	8	212	3.29E+09	91	all 14	8.6	8.6	8.1	8.2	8.5	7.7	8	7.6	7.6	8	9	8.5	8.1	7.5	Mitochondria (Supported)
539	28080	ATP5PO	ATP5O|ATPO|HMC08D05|OSCP	ATP synthase peripheral stalk subunit OSCP	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Tmito	34.0	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++"	ENSG00000241837	P48047	213	2	MitoDomain	NA	1.34	OrthologMitoHighConf	Ortholog	75-100pure	chr21	35275756	35288158	14	34	2965	7.14E+11	85	all 14	10.9	10.8	11	10.6	10.8	10.7	10.9	10.2	10.5	10.7	10.7	10.6	10.5	10.2	Mitochondria (Enhanced)
1892	93747	ECHS1	ECHS1D|SCEH	"enoyl-CoA hydratase, short chain 1"	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism	Tmito	33.7	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	ENSG00000127884	P30084	290	1	SharedDomain	30	0.96	OrthologMitoLowConf	Homolog	75-100pure	chr10	135175986	135186908	14	31	1830	2.11E+11	84	all 14	10.2	9.8	10.3	10	10.2	10.6	10.3	8.8	10.5	9.9	10.1	10.1	10	10.1	Mitochondria (Enhanced)
25875	68614	LETMD1	1110019O13Rik|HCCR|HCCR-1|HCCR-2|HCCR1|HCCR2|HCRR-2|SLC55A3	LETM1 domain containing 1	MitoCarta3.0	"GFP, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	Membrane	Small molecule transport	Tmito	33.7	0	1	"GFP, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	ENSG00000050426	Q6P1Q0	373	1	MitoDomain	16	2.08	OrthologMitoLowConf	NoHomolog	50-75pure	chr12	51442081	51454207	11	20	160	2.41E+09	52	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"	8.3	8	7.3	7.7	7.8	7.3			9.1	8	7.6		8.4	8.3	Mitochondria (Supported)
1337	12861	COX6A1	CMTRID|COX6A|COX6AL	cytochrome c oxidase subunit 6A1	MitoCarta3.0	"literature, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Tmito	33.7	0	1	"literature, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++"	ENSG00000111775	P12074	109	1	MitoDomain	25	1.44	OrthologMitoLowConf	NoHomolog	50-75pure	chr12	120875892	120878545	14	6	629	1.31E+11	70	all 14	10	9.5	10	9.9	10.4	10	9	7.9	9.8	10.3	10.2	10	9.9	9.8	Mitochondria (Supported)
